Title,Word,Meaning,Source,Niqqud,Here is a list of words with their translations. Return just a list of Hebrew words with vowels/niqqud. Do not include the English translation
Past Nif'al,כשנכנסנו,when we entered,Tertiary,כְּשֶׁנִּכָּנֵסְנוּ,
Past Nif'al,נשמע,sounds,Tertiary,נִשְׁמַע,
Past Nif'al,נהננו,enjoyed,Tertiary,נֶהֱנִינוּ,
Past Nif'al,נסגרו,closed,Tertiary,נִסְּגְרוּ,
Past Nif'al,נפתחה,opened,Tertiary,נִפְתַּחָה,
Past Nif'al,נאכל,eaten,Tertiary,נֶאֱכַל,
Past Nif'al,להיכתב,written,Tertiary,לְהִיכָּתֵב,
Past Nif'al,נגרם,caused,Tertiary,נָגַרְם,
Past Nif'al,ועדיין,still,Tertiary,וְעַדַיִן,
Past Nif'al,נפגשתי,met,Tertiary,נִפְגַּשְׁתִּי,
Past Nif'al,נשאלה,asked,Tertiary,נִשְׁאָלָה,
Past Nif'al,נעשה,done,Tertiary,נֶעֱשָׂה,
Past Nif'al,שניתנה,given,Tertiary,שְׁנִיתְּנָה,
Past Nif'al,להיאבד,lost,Tertiary,לְהִיאַבֵּד,
Past Nif'al,נעלמתם,disappeared,Tertiary,נֶעֱלַמְתָּם,
Past Nif'al,להישרף,burnt,Tertiary,לְהִישָׁרֵף,
Past Nif'al,להישלח,sent,Tertiary,לְהִישָׁלַח,
Past Nif'al,נפגעו,harmed,Tertiary,נִפְגָּעוּ,
Past Nif'al,נאמרו,said,Tertiary,נֶאֱמָרוּ,
Past Nif'al,נשארתי,remained,Tertiary,נִשְׁאָרְתִּי,
Past Nif'al,נזכרתי,remembered,Tertiary,נִזְכַּרְתִּי,
Past Nif'al,להיפרד,parted,Tertiary,לְהִיפָּרֵד,
Feelings,משועמם,bored,Primary,מְשֻׁעָּמֵם,
Feelings,מדוכא,depressed,Primary,מְדֻכָּא,
Feelings,מאושר,happy,Primary,מְאוּשָׁר,
Feelings,נשיקה,kiss,Primary,נְשִׁיקָה,
Feelings,מאוהב,in love,Primary,מְאוּהֵב,
Feelings,מופתע,surprised,Primary,מֻפְּתֵּעַ,
Feelings,דוחה,repulsive,Primary,דּוֹחֶה,
Feelings,אופטימי,optimistic,Primary,אוֹפְטִימִי,
Feelings,פסימי,pessimistic,Primary,פֶּסִימִי,
Feelings,מביך,embarrassing,Primary,מַבִּיךְ,
Feelings,רגש,emotion,Primary,רֶגֶשׁ,
Feelings,רגוע,calm,Primary,רָגוּעַ,
Feelings,הלם,shock,Primary,הֶלֶם,
Feelings,להצטער,to be sorry,Primary,לְהִצָּטַעֵר,
Feelings,להיעלב,to be offended,Primary,לְהִיעָלֵב,
Feelings,לנשק,to kiss,Primary,לִנְשׁוֹק,
Feelings,לחבק,to hug,Primary,לַחְבּוֹק,
Feelings,לנחם,to comfort,Primary,לְנַחֵם,
Feelings,מבולבל,confused,Primary,מְבֻלְבָּל,
Feelings,חסר-אונים,helpless,Primary,חָסֵר-אוֹנִים,
Feelings,עוין,hostile,Primary,עוֹיֵן,
Feelings,שובב,"naughty, cheeky",Primary,שׁוֹבֵב,
Feelings,פגוע,offended,Primary,פָּגוּעַ,
Feelings,דחוי,rejected,Primary,דָּחוּי,
Feelings,ביישן,shy,Primary,בַּיִּישָׁן,
Feelings,רגיש,"sensitive, emotional",Primary,רָגִישׁ,
Feelings,בודד,lonely,Primary,בּוֹדֵד,
Feelings,לבכות,to cry,Primary,לִבְכּוֹת,
Feelings,להתלהב,to be enthusiastic,Primary,לְהִתְלַהֵב,
Feelings,להעריץ,to adore,Primary,לְהַעֲרִיץ,
Feelings,דמעה,tear,Primary,דְּמַעָה,
Feelings,אושר,happiness,Primary,אוֹשֶׁר,
Feelings,לצפות,to expect,Secondary,לִצְפּוֹת,
Geometry,משולש,triangle,Secondary,מְשׁוּלָּשׁ,
Geometry,ריבוע,square,Secondary,רִיבּוֹעַ,
Geometry,עיגול,circle,Secondary,עִיגּוּל,
Geometry,מלבן,rectangle,Secondary,מַלְבֵּן,
Geometry,קו,line,Secondary,קַו,
Geometry,צורה,shape,Secondary,צוּרָה,
Geometry,מרובע,quadrilateral,Secondary,מֵרוּבָּע,
Geometry,מקבילה,parallel,Secondary,מַקְבִּילָה,
Geometry,קודקוד,vertex,Secondary,קוֹדֶקוֹד,
Geometry,טרפז,trapeze,Secondary,טְרַפֶּז,
Geometry,אליפסה,ellipse,Secondary,אֵלִיפְּסָה,
Geometry,מעין,rhombus,Secondary,מְעַיֵּן,
Geometry,זויות,angle,Secondary,זַוּיוֹת,
Geometry,מחומש,pentagon,Secondary,מָחוּמָּשׁ,
Geometry,משושה,hexagonal,Secondary,מְשׁוּשָׁה,
Geometry,צלע,"side, edge",Secondary,צֵלָע,
Geometry,גיאומטריה,geometry,Secondary,גֵּאוֹמֶטְרִיה,
Geometry,מקבילית,parallelogram,Secondary,מַקְבִּילִית,
Geometry,טריגונומטריה,trigonometry,Secondary,טְרִיגוֹנוֹמֶטְרִיה,
Geometry,אורך,length,Secondary,אוֹרֶךְ,
Geometry,רוחב,width,Secondary,רוֹחַב,
Geometry,גובה,height,Secondary,גּוֹבַה,
Geometry,עֹמק,depth,Secondary,עוֹמֶק,
Geometry,משטח,surface,Secondary,מִשְׁטָח,
Geometry,נפח,volume,Secondary,נֶפַח,
Geometry,מטר,meter,Secondary,מֵטֶר,
Geometry,בקילומטרים,in kilometers,Secondary,בַּקִּילוֹמֵטְרִים,
Geometry,סנטימטר,centimeter,Secondary,סַנְטִימֶטֶר,
Geometry,מילימטר,milimeter,Secondary,מִילִּימֶטֶר,
Geometry,יחידת מידה,unit of measure,Secondary,יְחִידַת מִידָה,
Geometry,למדוד,measure,Secondary,לִמְדוֹד,
Geometry,סרגל,ruler,Secondary,סַרְגֵּל,
Abstract Objects 2,כבוד,"honor, respect",Primary,כָּבוֹד,
Abstract Objects 2,תועלת,value,Primary,תּוֹעֲלֶת,
Abstract Objects 2,מאמץ,effort,Primary,מַאֲמָץ,
Abstract Objects 2,תשומת לב,attention,Primary,תְּשׁוּמַת לֵב,
Abstract Objects 2,אופי,character,Primary,אוֹפִי,
Abstract Objects 2,רשות,permission,Primary,רְשׁוּת,
Abstract Objects 2,מציאות,reality,Primary,מְצִיאוּת,
Abstract Objects 2,התנהגות,behavior,Primary,הִתְנַהֲגוּת,
Abstract Objects 2,מקור,source,Primary,מָקוֹר,
Abstract Objects 2,כיוון,direction,Primary,כִּיוּוּן,
Abstract Objects 2,סוד,secret,Primary,סוֹד,
Abstract Objects 2,ניסיון,experience,Primary,נִיסַיוֹן,
Abstract Objects 2,נזק,damage,Primary,נֵזֶק,
Abstract Objects 2,חתימה,signature,Primary,חֲתִימָה,
Abstract Objects 2,סמל,"symbol, icon",Primary,סֵמֶל,
Abstract Objects 2,עמדה,position,Primary,עֲמָדָה,
Abstract Objects 2,כוח,"power, strength",Primary,כּוֹחַ,
Abstract Objects 2,אחריות,responsibility,Primary,אַחֲרַיוּת,
Abstract Objects 2,ספק,doubt,Primary,סָפֵק,
Abstract Objects 2,פחד,fear,Primary,פַּחַד,
Abstract Objects 2,הומור,humor,Primary,הוּמוֹר,
Abstract Objects 2,גישה,"approach, attitude",Primary,גִּישָׁה,
Abstract Objects 2,מסורת,tradition,Primary,מָסוֹרֶת,
Abstract Objects 2,שנאה,hatred,Primary,שִׂנְאָה,
Abstract Objects 2,סכנה,danger,Primary,סַכָּנָה,
Abstract Objects 2,ביטוי,expression,Primary,בִּיטּוּי,
Abstract Objects 2,רצח,murder,Primary,רֶצַח,
Abstract Objects 2,הנאה,enjoyment,Primary,הֲנָאָה,
Abstract Objects 2,חיוך,smile,Primary,חִיּוּךְ,
Abstract Objects 2,צל,shadow,Primary,צֵל,
Abstract Objects 2,הפתעה,surprise,Primary,הַפְתֵּעָה,
Abstract Objects 2,זיכרון,memory,Primary,זִכָּרוֹן,
Abstract Objects 2,הפסד,loss,Primary,הֶפְסֵד,
Abstract Objects 2,ניצחון,victory,Primary,נִיצָּחוֹן,
Abstract Objects 2,נפילה,fall,Primary,נְפִילָה,
Abstract Objects 2,אמת,truth,Primary,אֱמֶת,
Abstract Objects 2,שקר,lie,Primary,שֶׁקֶר,
Abstract Objects 2,חוש,sense,Primary,חוּשׁ,
Abstract Objects 2,טובה,favor,Primary,טוֹבָה,
Abstract Objects 2,תכונה,trait,Primary,תְּכוּנָה,
Abstract Objects 2,תשוקה,desire,Primary,תְּשׁוּקָה,
Abstract Objects 2,הבדל,difference,Primary,הַבְדָּל,
Abstract Objects 2,בסיס,basis,Primary,בָּסִיס,
Abstract Objects 2,יופי,beauty,Primary,יֹפִי,
Abstract Objects 2,זהות,identity,Primary,זְהוּת,
Abstract Objects 2,חשיבות,importance,Primary,חֲשִׁיבוּת,
Abstract Objects 2,מזל,luck,Primary,מַזָּל,
Abstract Objects 2,עדיפות,priority,Primary,עֲדִיפוּת,
Infinitives 2,להאמין,to believe,Primary,לְהַאֲמִין,
Infinitives 2,להשפיע,to influence,Primary,לְהַשְׁפִּיע,
Infinitives 2,להגדיל,"to increase, to enlarge",Primary,לְהַגְדִּיל,
Infinitives 2,לשפר,to improve,Primary,לְשַׁפֵּר,
Infinitives 2,להמשיך,to continue,Primary,לְהַמְשִׁיךְ,
Infinitives 2,להגדיר,to define,Primary,לְהַגְדִּיר,
Infinitives 2,לענות,to answer,Primary,לַעֲנוֹת,
Infinitives 2,לכסות,to cover,Primary,לְכַסּוֹת,
Infinitives 2,לאפשר,to allow,Primary,לְאַפְּשֵׁר,
Infinitives 2,לנצח,to win,Primary,לְנַצֵּחַ,
Infinitives 2,לפתח,to develop,Primary,לִפְתּוֹחַ,
Infinitives 2,לסיים,to finish,Primary,לְסַיֵּם,
Infinitives 2,להרגיש,to feel,Primary,לְהַרְגִּישׁ,
Infinitives 2,להבין,to understand,Primary,לְהָבִין,
Infinitives 2,למות,to die,Primary,לָמוּת,
Infinitives 2,להסכים,to agree,Primary,לְהַסְכִּים,
Infinitives 2,לחכות,to wait,Primary,לְחַכּוֹת,
Infinitives 2,להסביר,to explain,Primary,לְהַסְבִּיר,
Infinitives 2,להגיב,"to react, to respond",Primary,לְהַגִּיב,
Infinitives 2,להפסיד,to lose,Primary,לְהַפְסִיד,
Infinitives 2,לקרוא,to read,Primary,לִקְרוֹא,
Infinitives 2,להשתמש,to use,Primary,לְהִשְׁתַּמֵּשׁ,
Infinitives 2,להתאושש,to recover,Primary,לְהִתְאוֹשֵׁשׁ,
Infinitives 2,לזכור,to remember,Primary,לְזָכוֹר,
Infinitives 2,לפגוש,to meet,Primary,לִפְגּוֹשׁ,
Infinitives 2,לטוס,to fly (in a plane),Primary,לָטוּס,
Infinitives 2,לעצור,to stop,Primary,לְעַצּוֹר,
Infinitives 2,לעזוב,to leave,Primary,לַעֲזוֹב,
Infinitives 2,להישאר,to stay,Primary,לְהִישָׁאֵר,
Infinitives 2,לבנות,to build,Primary,לִבְנוֹת,
Infinitives 2,לשבור,to break,Primary,לִשְׁבּוֹר,
Infinitives 2,לגרום,to cause,Primary,לְגָרוֹם,
Infinitives 2,לאהוב,to love,Primary,לְאַהֲבָה,
Infinitives 2,לשקול,to weigh,Primary,לִשְׁקוֹל,
Infinitives 2,לחשוב,to think,Primary,לַחְשׁוֹב,
Infinitives 2,להחמיץ,to miss,Primary,לְהַחְמִיץ,
Infinitives 2,לסרב,to refuse,Secondary,לִסְרֹב,
Construct State 2,ראש-ממשלה,prime minister,Primary,רֹאשׁ-מֶמְשָׁלָה,
Construct State 2,חגורת-בטיחות,"safety belt, seat belt",Primary,חֲגוֹרַת-בְּטִיחוּת,
Construct State 2,תולעת-ספרים,book worm,Primary,תּוֹלַעַת-סְפָרִים,
Construct State 2,הפסקת-אוכל,"lunch break, ""food"" break",Primary,הַפְסַקַת-אוֹכֶל,
Construct State 2,כלי-נשק,weapon,Primary,כְּלִי-נֶשֶׁק,
Construct State 2,שטיפת-מוח,brainwash,Primary,שְׁטִיפַת-מוֹחַ,
Construct State 2,שומר-ראש,bodyguard,Primary,שׁוֹמֵר-רֹאשׁ,
Construct State 2,פסק-זמן,timeout,Primary,פֶּסַק-זְמַן,
Construct State 2,נהג-מונית,taxi driver,Primary,נַהֵג-מוֹנִית,
Construct State 2,מגדל-שמירה,watch tower,Primary,מִגְדַּל-שְׁמִירָה,
Construct State 2,שעון-עצר,stopwatch,Primary,שָׁעוֹן-עָצֹר,
Construct State 2,פניית-פרסה,U-turn,Primary,פְּנִיַּת-פֶּרַסָּה,
Construct State 2,בית-מלאכה,workshop,Primary,בֵּית-מְלַאכָּה,
Construct State 2,אוצר-מילים,vocabulary,Primary,אוֹצַר-מִלִּים,
Construct State 2,מברשת-שיניים,toothbrush,Primary,מִבְרֶשֶׁת-שִׁנַּיִם,
Construct State 2,ארגז-כלים,toolbox,Primary,אַרְגַּז-כֵּלִים,
Construct State 2,משחת-שיניים,toothpaste,Primary,מַשְׁחַת-שִׁנַּיִם,
Construct State 2,סכין-גילוח,(shaving) razor,Primary,סַכִּין-גִּילּוּחַ,
Construct State 2,תיבת-דואר,mailbox,Primary,תֵּיבַת-דּוֹאַר,
Construct State 2,עוגת יום-הולדת,birthday cake,Primary,עוּגַת יוֹם-הֻלֶּדֶת,
Construct State 2,משרד ראש-הממשלה,the PM's office,Primary,מִשְׁרַד רֹאשׁ-הַמֶּמְשָׁלָה,
Construct State 2,חלון חדר-האורחים,the window of the guest room,Primary,חַלּוֹן חֶדֶר-הָאוֹרְחִים,
Conditional,לוּ,if (haven't/can't happen),Secondary,לוּ,
Conditional,אִילו,if (haven't/can't happen),Secondary,אִילּוּ,
Conditional,לולא,If not,Secondary,לוּלֵא,
Conditional,אילולא,If not,Secondary,אִילּוּלֵא,
Conditional,היה יכול,could have,Secondary,הָיָה יָכוֹל,
Conditional,היה צריך,should have,Secondary,הָיָה צָרִיךְ,
Conditional,הייתי,I was,Secondary,הָיִיתִי,
Conditional,הייתָ,you were (m. sg.),Secondary,הָיִיתָ,
Conditional,הייתְ,you were (f. sg.),Secondary,הָיִיתְ,
Conditional,היה,he was,Secondary,הָיָה,
Conditional,הייתה,she was,Secondary,הָיְתָה,
Conditional,היינו,we were,Secondary,הָיִינוּ,
Conditional,הייתם,you were (m. pl.),Secondary,הָיִיתֶם,
Conditional,הייתן,you were (f. pl.),Secondary,הָיִיתֶן,
Conditional,היו,they were (c. pl.),Secondary,הָיוּ,
Medical,יד,hand,Primary,יָד,
Medical,עין,eye,Primary,עַיִן,
Medical,זרוע,arm,Primary,זְרוֹעַ,
Medical,אצבע,finger,Primary,אֶצְבַּע,
Medical,ראש,head,Primary,רֹאשׁ,
Medical,אוזן,ear,Primary,אוֹזֶן,
Medical,לב,heart,Primary,לֵב,
Medical,חזה,"chest, breast",Primary,חָזֶה,
Medical,כף-יד,palm (and back of hand),Primary,כַּף-יָד,
Medical,בטן,abdomen,Primary,בֶּטֶן,
Medical,צוואר,neck,Primary,צַוָּאר,
Medical,שיער,hair,Primary,שִׁעָר,
Medical,מרפק,elbow,Primary,מֵרְפָּק,
Medical,פנים,face,Primary,פָּנִים,
Medical,עור,skin,Primary,עוֹר,
Medical,גב,back (body part),Primary,גַּב,
Medical,לשון,tongue,Primary,לָשׁוֹן,
Medical,גוף,body,Primary,גוּף,
Medical,מוח,brain,Primary,מוֹחַ,
Medical,פה,mouth,Primary,פֶּה,
Medical,שן,tooth,Primary,שֵׁן,
Medical,רגל,leg,Primary,רֶגֶל,
Medical,עצם,bone,Primary,עֶצֶם,
Medical,אף,nose,Primary,אַף,
Medical,כף-רגל,foot,Primary,כַּף-רֶגֶל,
Medical,ברך,knee,Primary,בֶּרֶךְ,
Medical,כתף,shoulder,Primary,כָּתֵף,
Medical,שריר,muscle,Primary,שָׁרִיר,
Medical,מטופל,patient,Primary,מְטוּפָּל,
Medical,מחלה,disease,Primary,מַחֲלָה,
Medical,חולה,sick,Primary,חוֹלֶה,
Medical,וירוס,virus,Primary,וִירוּס,
Medical,גולגולת,skull,Primary,גּוּלְגֹּלֶת,
Medical,איבר,organ,Primary,אֵיבָר,
Medical,תרופה,medicine,Primary,תְּרוּפָה,
Medical,חלום,dream,Primary,חֲלוֹם,
Medical,אחות,nurse,Primary,אָחוֹת,
Medical,כאב,pain,Primary,כְּאֵב,
Medical,טיפול,treatment,Primary,טִיפּוּל,
Medical,דם,blood,Primary,דָּם,
Medical,שפה,"lip, language",Primary,שָׂפָה,
Medical,מרפאה,clinic,Primary,מִרְפָּאָה,
Medical,לחץ,pressure,Primary,לַחַץ,
Medical,רפואה,medicine (field),Primary,רְפוּאָה,
Medical,הריון,pregnancy,Primary,הֵרָיוֹן,
Medical,סם,drug,Primary,סָם,
Medical,בריאות,health,Primary,בְּרִיאוּת,
Medical,דיאטה,diet,Primary,דִּיאֵטָה,
Medical,לידה,birth,Primary,לֵידָה,
Medical,סרטן,cancer,Primary,סַרְטָן,
Medical,ניתוח,"surgery, operation",Primary,נִיתוּחַ,
Future 2,אומַר,I will say,Secondary,אוֹמַר,
Future 2,יעבדו,they will work,Secondary,יַעַבְדוּ,
Future 2,תמצא,you'll find,Secondary,תִּמְצָא,
Future 2,ימכור,will sell,Secondary,יִמְכּוֹר,
Future 2,יחזרו,will return,Secondary,יַחְזִירוּ,
Future 2,יֵדע,will know,Secondary,יֵדַע,
Future 2,ילמדו,they will learn,Secondary,יִלְמְדוּ,
Future 2,תשכח,you will forget,Secondary,תִּשְׁכַּח,
Future 2,יקרא,will read,Secondary,יִקְרָא,
Future 2,יקח,will take,Secondary,יִקַּח,
Future 2,אעצור,I'll stop,Secondary,אֶעֱצוֹר,
Future 2,ישימו,they will put,Secondary,יְשִׂימוּ,
Future 2,ירצה,will want,Secondary,יִרְצֶה,
Future 2,יציע,will suggest,Secondary,יַצִּיעַ,
Future 2,אערבב,I'll mix,Secondary,אֶעֱרַבֵּב,
Future 2,תרגיש,you will feel,Secondary,תַּרְגִּישׁ,
Future 2,ימשיך,will continue,Secondary,יַמְשִׁיךְ,
Future 2,נחליף,we will replace,Secondary,נְחַלִּיף,
Future 2,יתפלל,will pray,Secondary,יִתְפַּלֵּל,
Future 2,יוכל,will be able to,Secondary,יוּכַל,
Future 2,ימלא,will fill,Secondary,יְמַלֵּא,
Future 2,ילמֵד,will learn,Secondary,יִלְמֵד,
Future 2,תחכה,will wait,Secondary,תַּחֲכֶה,
Future 2,ננצח,we will win,Secondary,נְנַצֵּח,
Future 2,יבקשו,the will ask,Secondary,יְבַקְּשׁוּ,
Future 2,אקווה,I will hope,Secondary,אֶקְוֶה,
Future 2,יעזור,will held,Secondary,יַעֲזוֹר,
Future 2,יגעו,they will touch,Secondary,יִגָּעוּ,
Future 2,תסגור,will close,Secondary,תִּסְגוּר,
Future 2,אפתח,will open,Secondary,אֶפְתַּח,
Future 2,יספרו,they will tell,Secondary,יְסַפְּרוּ,
Future 2,ישאל,will ask,Secondary,יִשְׁאַל,
Future 2,אשבור,I will break,Secondary,אֶשְׁבּוֹר,
Future 2,יצליחו,will succeed,Secondary,יַצְלִיחוּ,
Religion,דתי,religious,Primary,דָּתִי,
Religion,דת,religion,Primary,דַּת,
Religion,אלוהים,God,Primary,אֱלוֹהִים,
Religion,אמונה,"faith, belief",Primary,אֱמוּנָה,
Religion,רוחני,spiritual,Primary,רוּחָנִי,
Religion,יהודי,"Jewish (adj), Jew (noun)",Primary,יְהוּדִי,
Religion,חילוני,secular,Primary,חִילוֹנִי,
Religion,נוצרי,Christian,Primary,נוֹצְרִי,
Religion,מוסלמי,Muslim,Primary,מוּסְלָמִי,
Religion,בודהיסטי,Buddhist,Primary,בּוּדָהִיסטִי,
Religion,מלאך,angel,Primary,מַלְאָךְ,
Religion,אל,God,Primary,אֵל,
Religion,תפילה,prayer,Primary,תְּפִילָה,
Religion,קדוש,holy,Primary,קָדוֹשׁ,
Religion,אסלאם,Islam,Primary,אִסְלָאם,
Religion,נצרות,Christianity,Primary,נְצָרוּת,
Religion,מקדש,temple,Primary,מִקְדָּשׁ,
Religion,נשמה,soul,Primary,נְשָׁמָה,
Religion,יהדות,Judaism,Primary,יַהֲדוּת,
Religion,משיח,"Messiah, Mashiach",Primary,מָשִׁיחַ,
Religion,כיפת הסלע,Dome of the Rock,Primary,כִּפַּת הַסֶּלַע,
Religion,הר הבית,Temple Mount,Primary,הַר הַבַּיִת,
Religion,מסגד אל-אקצא,Al-Aqsa Mosque,Primary,מַסְגֵּד אֵל-אַקְצָא,
Religion,כנסיית הקבר,The Church of the Holy Sepulchre/the Resurrection,Primary,כְּנֵסִיַּת הַקֶּבֶר,
Religion,הר ציון,Mount Zion,Primary,הַר צִיּוֹן,
Religion,מערת המכפלה,Cave of the Patriarchs/of Machpelah,Primary,מְעָרַת הַמַּכְפֵּלָה,
Religion,הר הזיתים,Mount Olives,Primary,הַר הַזֵּיתִים,
Religion,הכותל המערבי,"the Western Wall, the Kotel",Primary,הַכּוֹתֶל הַמַּעֲרָבִי,
Arts,מצלמה,camera,Primary,מַצְלֵמָה,
Arts,אמנות,art,Primary,אֻמָּנוּת,
Arts,סגנון,style,Primary,סַגְנוֹן,
Arts,דמות,"character, figure",Primary,דְּמוּת,
Arts,צילום,photography,Primary,צִילוּם,
Arts,צלם,photographer,Primary,צַלְמָן,
Arts,ריקוד,dance (noun),Primary,רִיקוּד,
Arts,ספרות,literature,Primary,סִפְרוּת,
Arts,רקדן,dancer,Primary,רַקְדָּן,
Arts,אופנה,fashion,Primary,אוֹפְנָה,
Arts,שירה,poetry,Primary,שִׁירָה,
Arts,קהל,"audience, crowd",Primary,קָהָל,
Arts,גלריה,gallery,Primary,גַּלֶּרְיָה,
Arts,אוסף,collection,Primary,אוֹסֶף,
Arts,איור,illustration,Primary,אִיּוּר,
Arts,מכחול,paintbrush,Primary,מַכְחוֹל,
Arts,ציור,painting,Primary,צְיוּר,
Arts,תיאטרון,"theater, theatre",Primary,תֵּיאַטְרוֹן,
Arts,סטודיו,studio,Primary,סְטוּדְיוֹ,
Arts,פסל,sculpture,Primary,פֶּסֶל,
Arts,הצגה,"show (in theater), performance",Primary,הַצָּגָה,
Arts,במה,"stage, platform",Primary,בָּמָה,
Arts,מפיק,producer,Primary,מַפִּיק,
Arts,תסריט,script,Primary,תִּסְרִיט,
Arts,אולפן,studio,Primary,אוּלְפָּן,
Arts,פסקול,soundtrack,Primary,פַּסְקוֹל,
Arts,אפקט,effect,Primary,אֶפֶקְט,
Arts,סרט,film,Primary,סֶרֶט,
Negative Imperative,אל,don't,Secondary,אַל,
Negative Imperative,אל תהיה,don't be,Secondary,אַל תִּהְיֶה,
Negative Imperative,אל תיגע,don't touch,Secondary,אַל תִּיגַע,
Negative Imperative,אל תאמר,don't tell,Secondary,אַל תֹּאמַר,
Negative Imperative,אל תעשה,don't do,Secondary,אַל תַּעֲשֶׂה,
Negative Imperative,אל תיקח,don't take,Secondary,אַל תִּיקַח,
Negative Imperative,אל תיתן,don't let,Secondary,אַל תִּיתֵּן,
Negative Imperative,אל תסגור,don't close,Secondary,אַל תִּסְגּוֹר,
Negative Imperative,אל תפתח,don't open,Secondary,אַל תִּפְתַּח,
Negative Imperative,אל תלך,don't go,Secondary,אַל תֵּלֶךְ,
Negative Imperative,אל תעמוד,don't stand,Secondary,אַל תַּעֲמוֹד,
Negative Imperative,אל תשכח,don't forget,Secondary,אַל תִּשְׁכַּח,
Negative Imperative,אל תשלח,don't send,Secondary,אַל תִּשְׁלַח,
Negative Imperative,אל תספר,"don't tell, count",Secondary,אַל תִּסְפֹּר,
Negative Imperative,אל תנסה,don't try,Secondary,אַל תְּנַסֶּה,
Negative Imperative,אל תשנה,don't change,Secondary,אַל תְּשַׁנֶּה,
Negative Imperative,אל תדבר,don't speak,Secondary,אַל תְּדַבֵּר,
Negative Imperative,אל תשאל,don't ask,Secondary,אַל תִּשְׁאַל,
Negative Imperative,אל תערבב,don't mix,Secondary,אַל תַּעֲרֹבֵב,
Negative Imperative,אל תחכה,don't wait,Secondary,אַל תַּחֲכֶה,
Negative Imperative,אל תקשיב,don't listen,Secondary,אַל תִּקְשִׁיב,
Negative Imperative,אל תרגיש,don't feel,Secondary,אַל תַּרְגִּישׁ,
Negative Imperative,אל תתחיל,don't start,Secondary,אַל תָּתְחִיל,
Negative Imperative,אל תגיע,don't come,Secondary,אַל תַּגִּיעַ,
Negative Imperative,אל תסביר,don't explain,Secondary,אַל תְּסַבֵּיר,
Negative Imperative,אל תחליט,don't decide,Secondary,אַל תָּחְלִיט,
Negative Imperative,אל תשתה,don't drink,Secondary,אַל תִּשְׁתֶּה,
Negative Imperative,אל תאכל,don't eat,Secondary,אַל תֹּאכַל,
Negative Imperative,אל תתעלם,don't ignore,Secondary,אַל תִּתְעַלֵּם,
Negative Imperative,אל תשתמש,don't use,Secondary,אַל תִּשְׁתַּמֵּשׁ,
Technology and Communication,חיפוש,search,Primary,חִיפּוּשׁ,
Technology and Communication,אתר,"site, website",Primary,אֲתַר,
Technology and Communication,עמוד-בית,homepage,Primary,עַמּוּד-בַּיִת,
Technology and Communication,אינטרנט,Internet,Primary,אִינְטֶרְנֶט,
Technology and Communication,דפדפן,browser,Primary,דַּפְדָּפָן,
Technology and Communication,סיסמא,password,Primary,סִיסְמָא,
Technology and Communication,נתונים,data,Primary,נְתוּנִים,
Technology and Communication,מקלדת,keyboard,Primary,מַקְלֶדֶת,
Technology and Communication,באג,bug,Primary,בַּאג,
Technology and Communication,מתכנת,programmer,Primary,מַתְכַּנֵּת,
Technology and Communication,חומרה,hardware,Primary,חוֹמֶרָה,
Technology and Communication,תוכנה,software,Primary,תּוֹכְנָה,
Technology and Communication,מחשב נייד,laptop,Primary,מַחְשָׁב נָיָד,
Technology and Communication,קובץ,file,Primary,קוֹבֵץ,
Technology and Communication,מייל,e-mail,Primary,מֵיל,
Technology and Communication,להוריד,to download,Primary,לְהוֹרִיד,
Technology and Communication,רשת,network,Primary,רֶשֶׁת,
Technology and Communication,להעלות,to upload,Primary,לְהַעֲלוֹת,
Technology and Communication,בלוג,blog,Primary,בְּלוֹג,
Technology and Communication,הורדה,download (noun),Primary,הוֹרָדָה,
Technology and Communication,העלאה,upload (noun),Primary,הַעֲלָאָה,
Technology and Communication,ערוץ,channel,Primary,עָרוּץ,
Technology and Communication,הודעה,message,Primary,הוֹדַעַת,
Technology and Communication,תקשורת,"communication, media",Primary,תִּקְשׁוֹרֶת,
Technology and Communication,חדשות,news,Primary,חֲדָשׁוֹת,
Technology and Communication,מידע,information,Primary,מִידַע,
Technology and Communication,טקסט,text,Primary,טֶקְסְט,
Technology and Communication,שלט,remote (controller),Primary,שָׁלֵט,
Technology and Communication,לכבות,to turn off,Primary,לְכַבּוֹת,
Technology and Communication,ללחוץ,"to press, to squeeze",Primary,לִלְחוֹץ,
Technology and Communication,רובוט,robot,Primary,רוֹבּוֹט,
Technology and Communication,להדליק,to turn on,Primary,לְהַדְלִיק,
Technology and Communication,בול,stamp,Primary,בּוּל,
Technology and Communication,גלויה,postcard,Primary,גְּלוּיָה,
Verbal Noun,סיפור,story,Tertiary,סִיפּוּר,
Verbal Noun,למכירה,for sale,Tertiary,לְמִכְיָרָה,
Verbal Noun,כתיבה,writing,Tertiary,כְּתִיבָה,
Verbal Noun,הקנייה,buying,Tertiary,הַקְּנִיָּה,
Verbal Noun,קריאה,reading,Tertiary,קְרִיאָה,
Verbal Noun,חשיבה,thinking,Tertiary,חֲשִׁיבָה,
Verbal Noun,צפייה,watching,Tertiary,צְפִיָּה,
Verbal Noun,בישול,cooking,Tertiary,בִּישׁוּל,
Verbal Noun,אימון,"training, working out",Tertiary,אִימוּן,
Verbal Noun,לימוד,"studying, learning",Tertiary,לִימוּד,
